"a1","a2","a3","a4","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","category","clock_backend","color_backend","compensation","coordinates","correct","correct_audio_stim","correct_keyboard_response","correct_response","correct_video","count_ContentQ1","count_ContentQ2","count_ContentQ3","count_ContentQ4","count_End_message","count_Q1","count_Q2","count_Q3","count_Start_connection_message","count_Start_video_message","count_a1_correct","count_a1_incorrect","count_a2_correct","count_a2_incorrect","count_a3_correct","count_a3_incorrect","count_a4_correct","count_a4_incorrect","count_about_this_example","count_audio_stim_message","count_block_loop","count_block_sequence","count_counterbalance","count_end_of_practice","count_experiment","count_experimental_loop","count_fixation","count_goodbye","count_green_fix","count_instructions_content","count_instructions_q_1","count_instructions_video","count_keyboard_response","count_logger","count_new_sequence","count_practice_loop","count_practice_sequence","count_practice_stim_loop","count_red_fix","count_reset_feedback","count_responded_message","count_trial_sequence","count_video","count_wait","count_word","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","form_response","form_var","height","keyboard_backend","logfile","mouse_backend","no_response","nonword_response","opensesame_codename","opensesame_version","practice","q1","q1_ans","response","response_a1_correct","response_a1_incorrect","response_a2_correct","response_a2_incorrect","response_a3_correct","response_a3_incorrect","response_a4_correct","response_a4_incorrect","response_audio_stim","response_end_of_practice","response_goodbye","response_instructions_content","response_instructions_q_1","response_instructions_video","response_keyboard_response","response_time","response_time_a1_correct","response_time_a1_incorrect","response_time_a2_correct","response_time_a2_incorrect","response_time_a3_correct","response_time_a3_incorrect","response_time_a4_correct","response_time_a4_incorrect","response_time_audio_stim","response_time_end_of_practice","response_time_goodbye","response_time_instructions_content","response_time_instructions_q_1","response_time_instructions_video","response_time_keyboard_response","response_time_video","response_time_wait","response_video","response_wait","sampler_backend","start","subject_nr","subject_parity","synth_backend","target","time_ContentQ1","time_ContentQ2","time_ContentQ3","time_ContentQ4","time_End_message","time_Q1","time_Q2","time_Q3","time_Start_connection_message","time_Start_video_message","time_a1_correct","time_a1_incorrect","time_a2_correct","time_a2_incorrect","time_a3_correct","time_a3_incorrect","time_a4_correct","time_a4_incorrect","time_about_this_example","time_audio_stim_message","time_block_loop","time_block_sequence","time_counterbalance","time_end_of_practice","time_experiment","time_experimental_loop","time_fixation","time_goodbye","time_green_fix","time_instructions_content","time_instructions_q_1","time_instructions_video","time_keyboard_response","time_logger","time_new_sequence","time_practice_loop","time_practice_sequence","time_practice_stim_loop","time_red_fix","time_reset_feedback","time_responded_message","time_trial_sequence","time_video","time_wait","time_word","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word_response","yes_response"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","35.8974358974","35.8974358974","546","546","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","44","0","44","0","0","0","44","48","0","0","0","0","44","1","NA","44","0","NA","44","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","511","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","511","0","NA","None","NA","legacy","experiment","422","even","legacy","Impressionists","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2314697","NA","2317278","473390","2106527","15930","2316761","2317778","2097856","2117991","2117999","2117999","2283698","NA","NA","2314595","22299","NA","2316760","NEUR325-experiment","28","42617","78","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","35","35","538","538","gray","no","xpyriment","present","legacy","legacy","0","relative","0","0","0","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","45","0","45","0","0","0","45","49","0","0","0","0","45","1","NA","45","0","NA","45","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","502","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","502","0","NA","None","NA","legacy","experiment","422","even","legacy","Variety","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2319019","NA","2317278","473390","2106527","15930","2320631","2321642","2097856","2117991","2117999","2117999","2321141","NA","NA","2318849","22299","NA","2320631","NEUR325-experiment","28","43119","80","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","35.3658536585","35.3658536585","540","540","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","46","0","46","0","0","0","46","50","0","0","0","0","46","1","NA","46","0","NA","46","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1185","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1185","0","NA","None","NA","legacy","experiment","422","even","legacy","eleventh","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2322830","NA","2325531","473390","2106527","15930","2324341","2326031","2097856","2117991","2117999","2117999","2321141","NA","NA","2322682","22299","NA","2324341","NEUR325-experiment","29","44304","82","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","35.7142857143","35.7142857143","538","538","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","47","0","47","0","0","0","47","51","0","0","0","0","47","1","NA","47","0","NA","47","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","951","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","951","0","NA","None","NA","legacy","experiment","422","even","legacy","Janice","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2327211","NA","2329743","473390","2106527","15930","2328788","2330244","2097856","2117991","2117999","2117999","2321141","NA","NA","2327083","22299","NA","2328788","NEUR325-experiment","30","45255","84","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","36.0465116279","36.0465116279","535","535","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","48","0","48","0","0","0","48","52","0","0","0","0","48","1","NA","48","0","NA","48","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","805","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","805","0","NA","None","NA","legacy","experiment","422","even","legacy","Tickle","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2331383","NA","2333526","473390","2106527","15930","2332694","2334027","2097856","2117991","2117999","2117999","2321141","NA","NA","2331248","22299","NA","2332694","NEUR325-experiment","31","46060","86","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","36.3636363636","36.3636363636","534","534","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","49","0","49","0","0","0","49","53","0","0","0","0","49","1","NA","49","0","NA","49","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1000","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1000","0","NA","None","NA","legacy","experiment","422","even","legacy","Frosting","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2335257","NA","2337812","473390","2106527","15930","2336803","2338312","2097856","2117991","2117999","2117999","2321141","NA","NA","2335062","22299","NA","2336803","NEUR325-experiment","32","47060","88","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","36.6666666667","36.6666666667","535","535","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","50","0","50","0","0","0","50","54","0","0","0","0","50","1","NA","50","0","NA","50","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1131","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1131","0","NA","None","NA","legacy","experiment","422","even","legacy","Deduction","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2339478","NA","2342191","473390","2106527","15930","2341055","2342691","2097856","2117991","2117999","2117999","2321141","NA","NA","2339346","22299","NA","2341055","NEUR325-experiment","33","48191","90","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","36.9565217391","36.9565217391","536","536","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","51","0","51","0","0","0","51","55","0","0","0","0","51","1","NA","51","0","NA","51","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1125","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1125","0","NA","None","NA","legacy","experiment","422","even","legacy","Blue","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2343907","NA","2346214","473390","2106527","15930","2345084","2346715","2097856","2117991","2117999","2117999","2321141","NA","NA","2343731","22299","NA","2345084","NEUR325-experiment","34","49316","92","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","37.2340425532","37.2340425532","538","538","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","52","0","52","0","0","0","52","56","0","0","0","0","52","1","NA","52","0","NA","52","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1330","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1330","0","NA","None","NA","legacy","experiment","422","even","legacy","Act","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2347926","NA","2350405","473390","2106527","15930","2349070","2350905","2097856","2117991","2117999","2117999","2321141","NA","NA","2347744","22299","NA","2349070","NEUR325-experiment","35","50646","94","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","37.5","37.5","531","531","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","53","0","53","0","0","0","53","57","0","0","0","0","53","1","NA","53","0","NA","53","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","368","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","368","0","NA","None","NA","legacy","experiment","422","even","legacy","Mustache","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2352101","NA","2354116","473390","2106527","15930","2353745","2354616","2097856","2117991","2117999","2117999","2321141","NA","NA","2351957","22299","NA","2353745","NEUR325-experiment","36","51014","96","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","37.7551020408","37.7551020408","534","534","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","54","0","54","0","0","0","54","58","0","0","0","0","54","1","NA","54","0","NA","54","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","1363","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1363","0","NA","None","NA","legacy","experiment","422","even","legacy","Evil","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2355884","NA","2358596","473390","2106527","15930","2357229","2359097","2097856","2117991","2117999","2117999","2321141","NA","NA","2355732","22299","NA","2357229","NEUR325-experiment","37","52377","98","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","38","38","541","541","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","55","0","55","0","0","0","55","59","0","0","0","0","55","1","NA","55","0","NA","55","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1734","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1734","0","NA","None","NA","legacy","experiment","422","even","legacy","Bullied","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2360339","NA","2363356","473390","2106527","15930","2361616","2363856","2097856","2117991","2117999","2117999","2321141","NA","NA","2360169","22299","NA","2361616","NEUR325-experiment","38","54111","100","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","38.2352941176","38.2352941176","536","536","gray","no","xpyriment","present","legacy","legacy","0","relative","1","0","1","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","56","0","56","0","0","0","56","60","0","0","0","0","56","1","NA","56","0","NA","56","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","583","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","583","0","NA","None","NA","legacy","experiment","422","even","legacy","Dad","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2365010","NA","2366909","473390","2106527","15930","2366321","2367409","2097856","2117991","2117999","2117999","2321141","NA","NA","2364876","22299","NA","2366321","NEUR325-experiment","39","54694","102","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","37.5","37.5","534","534","gray","no","xpyriment","trick","legacy","legacy","0","relative","0","0","0","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","57","0","57","0","0","0","57","61","0","0","0","0","57","1","NA","57","0","NA","57","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","886","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","886","0","NA","None","NA","legacy","experiment","422","even","legacy","Bed","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2368595","NA","2366909","473390","2106527","15930","2369751","2371142","2097856","2117991","2117999","2117999","2370642","NA","NA","2368463","22299","NA","2369751","NEUR325-experiment","39","55580","104","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","36.7924528302","36.7924528302","532","532","gray","no","xpyriment","present","legacy","legacy","0","relative","0","0","0","[yes_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","58","0","58","0","0","0","58","62","0","0","0","0","58","1","NA","58","0","NA","58","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","894","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","894","0","NA","None","NA","legacy","experiment","422","even","legacy","Refined","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2372466","NA","2366909","473390","2106527","15930","2374010","2375409","2097856","2117991","2117999","2117999","2374909","NA","NA","2372327","22299","NA","2374010","NEUR325-experiment","39","56474","106","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","37.037037037","37.037037037","539","539","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","59","0","59","0","0","0","59","63","0","0","0","0","59","1","NA","59","0","NA","59","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","1810","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","1810","0","NA","None","NA","legacy","experiment","422","even","legacy","Effort","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2376632","NA","2379625","473390","2106527","15930","2377810","2380126","2097856","2117991","2117999","2117999","2374909","NA","NA","2376486","22299","NA","2377810","NEUR325-experiment","40","58284","108","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","37.2727272727","37.2727272727","534","534","gray","no","xpyriment","trick","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","60","0","60","0","0","0","60","64","0","0","0","0","60","1","NA","60","0","NA","60","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","563","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","563","0","NA","None","NA","legacy","experiment","422","even","legacy","Chipmunks","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2381308","NA","2383589","473390","2106527","15930","2383021","2384089","2097856","2117991","2117999","2117999","2374909","NA","NA","2381198","22299","NA","2383020","NEUR325-experiment","41","58847","110","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","37.5","37.5","530","530","gray","no","xpyriment","not","legacy","legacy","0","relative","1","0","1","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","61","0","61","0","0","0","61","65","0","0","0","0","61","1","NA","61","0","NA","61","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","left","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","left","518","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","518","0","NA","None","NA","legacy","experiment","422","even","legacy","Walnut","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2385297","NA","2387197","473390","2106527","15930","2386674","2387697","2097856","2117991","2117999","2117999","2374909","NA","NA","2385106","22299","NA","2386674","NEUR325-experiment","42","59365","112","no","1024","NA","right"
"c. Wolverine","a. Dancing","d. To compete in the Daytona 200","c. Gorilla mask","36.8421052632","36.8421052632","526","526","gray","no","xpyriment","trick","legacy","legacy","0","relative","0","0","0","[no_response]","undefined","0","0","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","62","0","62","0","0","0","62","66","0","0","0","0","62","1","NA","62","0","NA","62","04/22/16 15:33:20","Automated, runs whole NEUR325 experiment","behavioral.osexp","C:\Users\Public\Documents\neur325_program","no","mono","no","32","white","c. Gorilla mask","NA","768","legacy","C:/Users/Public/Documents/neur325_program/subject-422.csv","xpyriment","left","NA","Interactive Ising","3.0.7","no","NA","NA","right","space","NA","space","NA","space","NA","space","NA","None","space","NA","space","space","k","right","670","2503","NA","2980","NA","3593","NA","1368","NA","0","5561","NA","1593908","11463","6368","670","0","NA","None","NA","legacy","experiment","422","even","legacy","Contestant","NA","NA","NA","NA","NA","2067299","2075025","2088867","NA","NA","2072401","NA","2085804","NA","2094182","NA","2105124","NA","NA","NA","2151380","2151380","473372","2145811","15460","2151373","2388938","NA","2387197","473390","2106527","15930","2390582","2391758","2097856","2117991","2117999","2117999","2391257","NA","NA","2388774","22299","NA","2390582","NEUR325-experiment","42","60035","114","no","1024","NA","right"
